ITTER107,Territorio,TIPO_DATO15,Tipo di indicatore demografico,SEXISTAT1,Sesso,ETA1,Età,STATCIV2,Stato civile,TIME,Seleziona periodo,Value
110007,San Ferdinando di Puglia,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6914
73024,San Giorgio Ionico,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,7008
71047,San Marco in Lamis,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6363
71048,San Marco la Catola,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,456
73025,San Marzano di San Giuseppe,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4493
74014,San Michele Salentino,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,3078
71049,San Nicandro Garganico,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,7022
74015,San Pancrazio Salentino,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4653
71050,San Paolo di Civitate,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2777
75071,San Pietro in Lama,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1640
74016,San Pietro Vernotico,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6321
71051,San Severo,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,24086
74017,San Vito dei Normanni,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,9004
75067,Sanarica,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,706
72040,Sannicandro di Bari,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4926
75070,Sannicola,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2760
75072,Santa Cesarea Terme,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1393
73026,Sava,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,7507
75073,Scorrano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,3321
75074,Seclì,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,872
75075,Sogliano Cavour,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1954
75076,Soleto,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2541
75081,Supersano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2118
75082,Surano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,733
75083,Surbo,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,7110
75084,Taurisano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,5565
75085,Taviano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,5612
75086,Tiggiano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1406
71052,Sant'Agata di Puglia,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,925
72041,Santeramo in Colle,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,12818
71053,Serracapriola,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1825
75077,Specchia,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2241
110008,Spinazzola,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2977
75078,Spongano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1673
75079,Squinzano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6602
73029,Statte,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6569
75080,Sternatia,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,1036
71055,Stornarella,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2507
72043,Terlizzi,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,13066
74018,Torchiarolo,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2576
72044,Toritto,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4011
74019,Torre Santa Susanna,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,4984
71056,Torremaggiore,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,8284
73028,Torricella,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2053
75087,Trepuzzi,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6740
75088,Tricase,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,8355
72046,Triggiano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,12873
110010,Trinitapoli,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6855
71058,Troia,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,3369
75089,Tuglie,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2474
72047,Turi,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6328
75090,Ugento,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,5883
75091,Uggiano la Chiesa,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,2050
72048,Valenzano,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,8484
75092,Veglie,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,6563
75093,Vernole,JAN,popolazione al 1º gennaio,1,maschi,TOTAL,totale,99,totale,2020,2020,3347
